discoverymethod,semimajoraxis,radius,mass,density,eccentricity,inclination,ttv,depth
Transit,0.133,1.09,,,,,0,
Transit,,1.09,,,,,0,
Transit,0.035,1.09,,,,,0,
Transit,,1.09,,,,,0,
Transit,,1.09,,,,,0,
Transit,0.114,1.09,,,,,0,
Transit,,1.09,,,,,0,
Transit,,1.09,,,,,0,
Transit,,1.091,,,,,0,
Transit,,1.092,,,,,0,
Transit,,1.093,,,,88.977,0,
Transit,,1.093,,,,,0,
Transit,,1.095,,,,,0,
Transit,0.015815,1.095,1.156,4.87,0.00654,,1,
Transit,,1.099,,,,,0,
Transit,,1.1,,,,,0,
Transit,,1.1,,,,89.7,0,
Transit,,1.1,,,,89.8,0,
Transit,,1.1,,,,90.1,0,
Transit,0.0164,1.1,,,,,0,
Transit,,1.1,,,,,0,
Transit,,1.1,,,,,0,
Transit,0.042,1.1,,,,,0,
Transit,0.093,1.1,,,,,0,
Transit,,1.1,,,,,1,
Transit,,1.102,,,,,0,
Transit,,1.103,,,,,0,
Transit,,1.105,,,,,0,
Transit,,1.108,,,,,0,
Transit,,1.11,10,,,90.8,1,
Transit,,1.11,,,,,0,
Transit,,1.11,,,,,0,
Transit,0.17,1.11,,,,,0,
Transit,,1.11,,,,,0,
Transit,,1.11,,,,,0,
Transit,,1.11,,,,,0,
Transit,0.356,1.11,,,,,0,
Transit,0.029,1.11,,,,,0,
Transit,,1.11,,,,,0,
Transit,0.135,1.11,,,,,0,
Transit,,1.11,,,,,0,
Transit,0.1045,1.11,,,,,0,
Transit,,1.11,,,0,88.97,0,
Transit,,1.11,,,,,0,
Transit,0.0346,1.11,,,,,1,
Transit,,1.11,,,,,0,
Transit,,1.111,,,,,0,
Transit,,1.111,,,,,0,
Transit,,1.111,,,,,0,
Transit,,1.112,,,,,0,
Transit,,1.115,,,,,0,
Transit,,1.117,,,,,0,
Transit,,1.118,,,,,0,
Transit,,1.119,,,,,0,
Transit,,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,0.064,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,0.05132,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,0.061,1.12,,,,,0,
Transit,,1.12,,,,,0,
Transit,0.117,1.12,,,,,0,
Transit,0.148,1.12,,,,,0,
Transit,0.166,1.12,,,0.03,89.86,0,
Transit,,1.12,,,,,0,
Transit,0.00969,1.12,,,0,87.3,0,
Transit,,1.121,,,,,0,
Transit,0.011548,1.121,1.017,4,0.00622,,1,
Transit,,1.126,,,,,0,
Transit,,1.127,,,,,0,
Transit,0.0153,1.13,1.66,6.3,0.22,,0,
Transit,,1.13,2.23,9.95,,,0,
Transit,,1.13,42.7,,,,1,
Transit,,1.13,30.7,,,,1,
Transit,,1.13,37,,,,1,
Transit,,1.13,33.3,,,,1,
Transit,,1.13,,,,,0,
Transit,0.04,1.13,,,,,0,
Transit,0.048,1.13,,,,,0,
Transit,,1.13,,,,,0,
Transit,0.03,1.13,,,,,0,
Transit,0.236,1.13,,,,,0,
Transit,,1.13,,,,,0,
Transit,,1.13,,,,,0,
Transit,,1.13,,,,89.35,0,
Transit,,1.13,,,,,0,
Transit,,1.134,,,,,0,
Transit,,1.134,,,,,0,
Transit,,1.134,,,,,0,
Transit,,1.134,,,,,0,
Transit,0.0906,1.137,0.77,3,0.07,88.81,0,
Transit,,1.138,,,,,0,
Transit,,1.139,,,,,0,
Transit,0.0344,1.14,,,,85.83,1,
Transit,,1.14,14,51.4,0,,1,
Transit,,1.14,,,,,0,
Transit,,1.14,,,,,0,
Transit,,1.14,,,,,0,
Transit,0.04,1.14,,,,,0,
Transit,0.057,1.14,,,,,0,
Transit,0.085,1.14,,,,,0,
Transit,0.05,1.14,,,,,0,
Transit,,1.14,,,,,0,
Transit,,1.14,,,,,1,
Transit,,1.14,,,,,1,
Transit,,1.14,,,,,0,
Transit,,1.14,,,,,0,
Transit,,1.143,,,,,0,
Transit,,1.144,,,,84.005,0,
Transit,,1.147,,,,,0,
Transit,,1.147,,,,,0,
Transit,,1.147,,,,,0,
Transit,,1.148,,,,,0,
Transit,0.046877,1.148,1.148,4.18,0.00208,,1,
Transit,,1.149,,,,,0,
Transit,0.02569,1.15,1.21,4.4,,89.65,0,
Transit,,1.15,,,,,0,
Transit,0.0671,1.15,,,,,0,
Transit,,1.15,,,,,0,
Transit,,1.15,,,,,0,
Transit,,1.15,,,,,0,
Transit,,1.15,,,,,0,
Transit,,1.15,,,,,0,
Transit,,1.15,,,,,0,
Transit,,1.15,,,,,0,
Transit,,1.15,,,,,0,
Transit,0.069,1.15,,,,,0,
Transit,,1.15,,,,,0,
Transit,,1.151,,,,,0,
Transit,,1.155,,,,,0,
Transit,,1.155,,,,,0,
Transit,,1.156,,,,,0,
Transit,,1.158,,,,,0,
Transit,,1.159,,,,86.552,1,
Transit,,1.16,1.62,6,0,,0,
Transit,0.0373,1.16,,,,,0,
Transit,0.078,1.16,,,0.11,89.54,0,
Transit,0.103,1.16,,,,,0,
Transit,,1.16,,,,,0,
Transit,,1.16,,,,,0,
Transit,,1.16,,,,,0,
Transit,,1.16,,,,,0,
Transit,,1.16,,,,,0,
Transit,,1.16,,,,,0,
Transit,0.058,1.16,,,,,0,
Transit,,1.16,,,,,0,
Transit,,1.16,,,,,0,
Transit,,1.16,7.3,,,,0,
Transit,,1.16,,,,,0,
Transit,0.048,1.16,,,,,0,
Transit,0.0128,1.16,,,,,0,
Transit,,1.161,,,,,0,
Transit,,1.161,,,,,0,
Transit,,1.163,,,,,0,
Transit,,1.163,,,,,0,
Transit,0.012888,1.164,2.59,8.9,0,83.9,0,
Transit,,1.164,,,,,0,
Transit,,1.165,,,,,0,
Transit,,1.165,,,,,0,
Transit,,1.166,,,,,0,
Transit,,1.166,,,,,0,
Transit,,1.167,,,,,0,
Transit,,1.169,,,,,0,
Transit,,1.17,2.6,,,,0,
Transit,,1.17,,,,,0,
Transit,,1.17,,,,,0,
Transit,,1.17,,,0.01,,1,
Transit,0.026,1.17,,,,,0,
Transit,0.432,1.17,,,0.04,89.96,0,
Transit,,1.17,,,,,0,
Transit,,1.17,,,,,0,
Transit,,1.17,,,,,0,
Transit,0.142,1.17,,,,,0,
Transit,,1.17,,,,,0,
Transit,0.07,1.17,,,,,0,
Transit,0.091,1.17,,,,,0,
Transit,,1.17,,,,,0,
Transit,,1.17,,,,,0,
Transit,0.0071,1.17,,,,,0,
Transit,,1.172,,,,,0,
Transit,,1.173,1.86,5.57,0,79,0,
Transit,,1.176,,,,,0,
Transit,,1.176,,,,,0,
Transit,,1.176,,,,,0,
Transit,,1.177,,,,,0,
Transit,,1.178,,,,,0,
Transit,,1.179,,,,,0,
Transit,,1.18,,,,,0,
Transit,0.00915,1.18,1.32,,,84.8,0,
Transit,0.1235,1.18,,,,,0,
Transit,,1.18,3.8,13.27,,,0,
Transit,0.0484,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,20.3,,,,0,
Transit,0.189,1.18,,,,,0,
Transit,,1.18,14.7,,,,0,
Transit,0.06,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.18,,,,,0,
Transit,,1.182,,,,,0,
Transit,,1.184,,,,,0,
Transit,,1.185,,,,,0,
Transit,,1.186,,,,,0,
Transit,,1.186,,,,,0,
Transit,,1.187,,,,,0,
Transit,,1.187,,,,,0,
Transit,,1.188,,,,,0,
Transit,,1.188,,,,,0,
Transit,,1.19,9.2,10,,,1,
Transit,0.089,1.19,,,,89.68,0,
Transit,,1.19,,,,,0,
Transit,,1.19,,,,,0,
Transit,,1.19,,,,,0,
Transit,,1.19,,,,,0,
Transit,,1.19,,,,,0,
Transit,,1.19,,,,,0,
Transit,,1.19,,,,,0,
Transit,0.163,1.19,,,,,0,
Transit,0.111,1.19,,,,,1,
Transit,0.05,1.19,,,,,0,
Transit,,1.19,22,,,,0,
Transit,,1.19,,,,,0,
Transit,,1.19,,,,,0,
Transit,0.163,1.19,,,0.032,89.73,0,
Transit,,1.191,,,,,0,
Transit,,1.191,,,,,0,
Transit,,1.191,,,,,0,
Transit,0.00916,1.193,2.09,,0,85,0,
Transit,,1.193,,,,,0,
Transit,0.1405,1.194,,,0.12,89.352,0,
Transit,,1.194,,,,,0,
Transit,,1.195,,,,,0,
Transit,,1.196,,,,86.72,0,
Transit,,1.196,,,,,0,
Transit,,1.197,2.49,8,,,0,
Transit,,1.197,1.97,6.2,,,1,
Transit,,1.198,,,,,0,
Transit,,1.2,,,,89.9,0,
Transit,,1.2,,,,90.3,0,
Transit,,1.2,,,,89.7,0,
Transit,,1.2,,,,89.4,0,
Transit,0.1264,1.2,,,,,1,
Transit,,1.2,,,0.01,,1,
Transit,,1.2,,,,,0,
Transit,,1.2,,,,,0,
Transit,,1.2,,,,,0,
Transit,0.078,1.2,,,,,0,
Transit,0.103,1.2,,,,,0,
Transit,0.056,1.2,,,,,0,
Transit,0.106,1.2,,,,,0,
Transit,,1.2,,,,,0,
Transit,,1.2,,,,,0,
Transit,0.077,1.2,,,,,0,
Transit,0.253,1.2,,,,,0,
Transit,,1.2,,,,,0,
Transit,,1.2,1.87,6,,,0,
Transit,0.13,1.2,,,,,0,
Transit,,1.2,0.6,1.6,,,0,
Transit,,1.2,,,,,0,
Transit,,1.201,,,,,0,
Transit,,1.201,,,,,0,
Transit,,1.203,,,,88.697,0,
Transit,0.03197,1.206,1.58,4.97,0.034,89.39,0,
Transit,,1.207,,,,,0,
Transit,,1.208,,,0.08,,0,
Transit,0.0285,1.21,,,,,0,
Transit,0.067,1.21,,,,,0,
Transit,,1.21,10.36,10,,,1,
Transit,,1.21,,,,,0,
Transit,0.1664,1.21,,,,,1,
Transit,,1.21,,,,,0,
Transit,0.067,1.21,,,,,0,
Transit,0.062,1.21,,,,,0,
Transit,0.05763,1.21,,,,,0,
Transit,0.088,1.21,,,,,0,
Transit,,1.21,,,,,0,
Transit,0.066,1.21,,,,,0,
Transit,,1.21,,,,,0,
Transit,,1.21,,,,,0,
Transit,,1.21,,,,,0,
Transit,,1.21,,,,,0,
Transit,,1.21,,,,,0,
Transit,0.0175,1.21,,,,86.5,0,
Transit,0.128,1.21,,,,,0,
Transit,0.04899,1.212,2.1,6.3,0.043,89,0,
Transit,,1.212,,,,,0,
Transit,,1.212,0.64,2.1,,,1,
Transit,,1.212,,,,,0,
Transit,,1.214,,,,,0,
Transit,,1.215,,,,,0,
Transit,,1.216,,,,,0,
Transit,,1.216,,,,,0,
Transit,0.035,1.217,1.84,5.6,,89.12,0,
Transit,0.0487,1.219,,,,90.004,0,
Transit,,1.219,,,,,0,
Transit,,1.219,,,,,0,
Transit,,1.22,,,,,0,
Transit,0.0288,1.22,,,,,0,
Transit,0.036,1.22,,,,,1,
Transit,,1.22,,,,,0,
Transit,0.018,1.22,,,0.09,88.62,0,
Transit,,1.22,,,,,0,
Transit,,1.22,,,,,0,
Transit,,1.22,,,,,0,
Transit,,1.22,,,,,0,
Transit,,1.22,,,,,0,
Transit,0.119,1.22,,,,,0,
Transit,,1.22,33.9,,,,0,
Transit,0.11617,1.22,,,,,0,
Transit,,1.22,,,,,0,
Transit,0.076,1.22,,,,,0,
Transit,0.099,1.22,,,,,0,
Transit,,1.22,,,,,0,
Transit,,1.22,,,,,0,
Transit,0.051,1.22,,,,,0,
Transit,,1.22,,,,,0,
Transit,,1.22,,,,,0,
Transit,,1.22,,,,,0,
Transit,,1.222,,,,,0,
Transit,,1.223,,,,87.026,0,
Transit,,1.224,,,,,0,
Transit,,1.225,,,,,0,
Transit,,1.227,,,,,0,
Transit,,1.227,,,,,0,
Transit,,1.228,,,,,0,
Transit,,1.228,1.77,5.26,,,0,
Transit,,1.229,,,,,0,
Transit,0.0345,1.23,,,,,0,
Transit,,1.23,,,,,0,
Transit,,1.23,,,,,0,
Transit,,1.23,,,,,0,
Transit,,1.23,,,,,0,
Transit,,1.23,,,,,0,
Transit,,1.23,,,,,0,
Transit,,1.23,,,,,0,
Transit,0.09,1.23,,,,,0,
Transit,,1.23,5.3,,,,0,
Transit,0.058,1.23,,,,,0,
Transit,,1.23,,,,,0,
Transit,,1.23,,,,,0,
Transit,,1.23,,,,,1,
Transit,,1.23,,,,,0,
Transit,,1.23,,,,,0,
Transit,,1.23,,,,,0,
Transit,0.0426,1.233,,,,89.999,0,
Transit,,1.234,,,,,0,
Transit,,1.235,,,,,0,
Transit,,1.236,,,,,0,
Transit,,1.236,,,,,0,
Transit,,1.237,,,,,0,
Transit,,1.237,,,,,0,
Transit,,1.238,,,,,0,
Transit,,1.239,,,,,0,
Transit,0.0429,1.24,1.45,4.13,,89.07,0,
Transit,0.02933,1.24,2.14,6.2,0.039,87.35,0,
Transit,,1.24,,,,,0,
Transit,,1.24,,,,,0,
Transit,,1.24,,,,,0,
Transit,,1.24,,,,,0,
Transit,,1.24,,,,,0,
Transit,0.027,1.24,,,,,0,
Transit,0.118,1.24,,,,,0,
Transit,0.146,1.24,,,,,0,
Transit,0.126,1.24,,,,,0,
Transit,0.172,1.24,,,,,0,
Transit,,1.24,,,,,0,
Transit,0.03925,1.241,0.84,2.42,0,88.19,0,
Transit,,1.242,,,,,0,
Transit,0.01848,1.242,2.33,6.67,,87.452,0,
Transit,0.03014,1.244,,,,,0,
Transit,,1.244,,,,,0,
Transit,,1.244,,,,,0,
Transit,,1.244,,,0.03,,0,
Transit,,1.245,,,,,0,
Transit,,1.247,,,,,0,
Transit,,1.249,,,,,0,
Transit,,1.249,,,,,0,
Transit,0.032,1.25,,,0.17,86.53,0,
Transit,0.0699,1.25,,,,,0,
Transit,0.0684,1.25,3.78,10.5,0,84.6,0,
Transit,,1.25,,,,,0,
Transit,,1.25,,,,,0,
Transit,,1.25,,,,,0,
Transit,,1.25,,,,,0,
Transit,,1.25,,,,,0,
Transit,0.044,1.25,,,,,0,
Transit,0.075,1.25,,,,,0,
Transit,0.0451,1.25,,,,,0,
Transit,,1.25,,,,,0,
Transit,,1.25,,,,,0,
Transit,,1.25,,,,,0,
Transit,,1.25,,,,,1,
Transit,0.076,1.25,,,,,0,
Transit,,1.25,,,0,89.61,0,
Transit,,1.25,,,,,0,
Transit,,1.25,,,,,0,
Transit,,1.25,,,,,0,
Transit,0.0064,1.25,,,,,0,
Transit,,1.251,,,,,0,
Transit,,1.251,,,,,0,
Transit,,1.254,,,,,0,
Transit,,1.255,,,,81.594,0,
Transit,,1.257,,,,,0,
Transit,,1.257,,,,,0,
Transit,,1.258,,,,,0,
Transit,,1.259,,,,83.928,0,
Transit,,1.26,,,,,0,
Transit,,1.26,,,,,0,
Transit,0.053,1.26,,,,,0,
Transit,0.092,1.26,,,,,0,
Transit,0.12781,1.26,,,,,1,
Transit,,1.26,,,,,0,
Transit,,1.26,,,,,0,
Transit,,1.26,,,,,0,
Transit,0.069,1.26,,,,,0,
Transit,,1.26,,,,,0,
Transit,,1.26,,,,,0,
Transit,0.048,1.26,,,,,0,
Transit,0.05407,1.26,,,,,0,
Transit,,1.26,,,,,0,
Transit,,1.26,,,,,0,
Transit,,1.26,,,,,0,
Transit,,1.26,,,,,0,
Transit,,1.261,,,,,0,
Transit,,1.262,,,,,0,
Transit,,1.262,,,,,0,
Transit,,1.262,,,,,0,
Transit,,1.263,,,,,0,
Transit,,1.263,,,,,0,
Transit,,1.263,,,,,0,
Transit,0.01589,1.264,1.86,5.03,0,87.95,0,
Transit,,1.265,,,,,0,
Transit,,1.266,,,,,0,
Transit,,1.268,,,,,0,
Transit,,1.269,,,,,0,
Transit,,1.27,,,,,0,
Transit,,1.27,,,,,0,
Transit,,1.27,,,,,0,
Transit,,1.27,,,,,0,
Transit,,1.27,,,,,0,
Transit,0.04,1.27,,,,,0,
Transit,0.11,1.27,,,,,0,
Transit,,1.27,,,,,0,
Transit,,1.27,,,,,0,
Transit,,1.27,,,,,0,
Transit,0.078,1.27,,,,,0,
Transit,0.102,1.27,,,,,0,
Transit,,1.27,,,,,0,
Transit,,1.27,,,,,0,
Transit,,1.27,,,,,0,
Transit,0.163,1.27,,,,,0,
Transit,0.0171,1.27,,,,,0,
Transit,,1.272,,,,,0,
Transit,,1.273,,,,87.837,0,
Transit,,1.273,,,,,0,
Transit,,1.273,,,,,0,
Transit,,1.273,,,,,0,
Transit,,1.274,,,,87.083,0,
Transit,,1.274,,,,,0,
Transit,,1.276,,,,85.471,0,
Transit,0.029,1.28,,,0.21,86.39,0,
Transit,,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,0.068,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,0.065,1.28,,,,,0,
Transit,0.05504,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,,1.28,,,,,0,
Transit,,1.28,3.21,,,88.47,0,
Transit,0.0113,1.28,3.07,8,0,84.3,0,
Transit,0.06666,1.281,12.81,33.91,0.2002,89.6,0,
Transit,0.02675,1.282,1.81,4.7,0.31,89.92,0,
Transit,,1.283,,,,,0,
Transit,,1.283,,,,,0,
Transit,,1.284,,,,,0,
Transit,,1.285,,,,,0,
Transit,,1.286,,,,,0,
Transit,,1.287,,,,,0,
Transit,,1.288,,,,,0,
Transit,,1.289,,,,,0,
Transit,,1.289,,,,,0,
Transit,,1.289,,,,,0,
Transit,,1.289,,,,,0,
Transit,,1.289,,,,,0,
Transit,0.106,1.29,,,0.11,89.68,0,
Transit,,1.29,,,,,0,
Transit,,1.29,40,,,,1,
Transit,,1.29,,,,,0,
Transit,,1.29,,,,,0,
Transit,,1.29,,,,,0,
Transit,,1.29,,,,,0,
Transit,,1.29,,,,,0,
Transit,,1.29,,,,,0,
Transit,,1.29,,,,,0,
Transit,0.048,1.29,,,,,0,
Transit,0.062,1.29,,,,,0,
Transit,0.031,1.29,,,,,0,
Transit,,1.29,,,,,0,
Transit,,1.29,,,,,0,
Transit,0.091,1.29,,,,,0,
Transit,,1.291,,,,,0,
Transit,,1.292,,,,,0,
Transit,,1.294,,,,,0,
Transit,,1.294,,,,,0,
Transit,,1.297,,,,,0,
Transit,,1.3,,,,89.2,0,
Transit,,1.3,,,0.1,89,0,
Transit,,1.3,,,,,0,
Transit,0.0164,1.3,,,,,0,
Transit,,1.3,,,,89.6,0,
Transit,0.035,1.3,,,0.19,86.94,0,
Transit,,1.3,,,,,0,
Transit,,1.3,,,,,0,
Transit,,1.3,,,,,0,
Transit,,1.3,,,,,0,
Transit,,1.3,,,,,0,
Transit,,1.3,,,,,0,
Transit,,1.3,,,,,0,
Transit,,1.3,,,,,0,
Transit,,1.3,,,,,0,
Transit,,1.3,,,,,0,
Transit,,1.3,2.2,4.8,,,0,
Transit,0.201,1.3,,,,,0,
Transit,,1.3,,,,,0,
Transit,,1.3,,,,,0,
Transit,,1.3,,,,,1,
Transit,,1.3,,,,,0,
Transit,,1.3,3.7,10.1,,,1,
Transit,,1.3,2.1,4.6,,,1,
Transit,0.0112,1.3,,,,,0,
Transit,,1.302,,,,,0,
Transit,,1.302,,,,,0,
Transit,,1.302,,,,,0,
Transit,0.00622,1.303,,,,88.5,0,
Transit,,1.304,,,,,0,
Transit,,1.305,,,0.13,,0,
Transit,,1.306,,,,,0,
Transit,,1.307,,,,,0,
Transit,,1.307,,,,,0,
Transit,,1.307,,,,,0,
Transit,,1.307,,,,,0,
Transit,,1.307,,,,,0,
Transit,,1.308,,,,,0,
Transit,,1.308,,,,,0,
Transit,,1.309,,,,,0,
Transit,,1.31,,,,89.81,0,
Transit,0.074,1.31,,,,89.4,0,
Transit,,1.31,,,,,0,
Transit,,1.31,4.6,11.2,,,1,
Transit,,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,,1.31,,,0.8,,0,
Transit,,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,0.03797,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,,1.31,78,,,,0,
Transit,,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,0.115,1.31,,,,,0,
Transit,0.056,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,,1.31,,,,,0,
Transit,0.0204,1.31,,,,,0,
Transit,,1.311,,,,,0,
Transit,,1.311,,,,,0,
Transit,,1.313,,,,88.932,0,
Transit,,1.313,,,,,0,
Transit,,1.313,,,,,0,
Transit,,1.313,,,,,0,
Transit,,1.313,,,,,0,
Transit,,1.314,,,,,0,
Transit,,1.317,,,,89.03,0,
Transit,,1.317,,,,,0,
Transit,,1.318,,,,,0,
Transit,,1.319,,,,,0,
Transit,,1.319,,,,,0,
Transit,0.031,1.32,,,0.13,88.98,0,
Transit,0.023,1.32,,,,87.75,0,
Transit,,1.32,7.34,14.25,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,0.028,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,0.03068,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,0.035,1.32,,,,,0,
Transit,0.04,1.32,,,,,0,
Transit,,1.32,,,,,1,
Transit,,1.32,,,,,0,
Transit,0.087,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,0.055,1.32,,,,,0,
Transit,0.095,1.32,,,,,0,
Transit,0.177,1.32,,,,,0,
Transit,,1.32,19.8,,,,1,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,,0,
Transit,,1.32,,,,89.2,0,
Transit,,1.322,,,,,0,
Transit,,1.323,,,,,0,
Transit,,1.323,,,,,1,
Transit,,1.323,,,,,0,
Transit,,1.323,,,,,0,
Transit,,1.323,,,,,0,
Transit,,1.324,,,,,0,
Transit,,1.324,,,,,1,
Transit,,1.325,,,,,0,
Transit,,1.326,,,,,0,
Transit,,1.326,,,,,0,
Transit,,1.326,,,,,0,
Transit,,1.327,,,,,0,
Transit,,1.328,,,,,0,
Transit,,1.328,,,,,0,
Transit,,1.329,,,,,0,
Transit,,1.329,,,,,0,
Transit,0.0454,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,0.068,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,,1.33,,,,,1,
Transit,,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,0.066,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,0.129,1.33,,,,,0,
Transit,0.226,1.33,,,,,0,
Transit,0.09198,1.33,,,,,0,
Transit,0.053,1.33,,,,,0,
Transit,0.061,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,0.138,1.33,,,,,0,
Transit,0.124,1.33,,,,,0,
Transit,,1.33,,,0.01,,0,
Transit,,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,,1.33,,,,,0,
Transit,,1.331,,,,,0,
Transit,,1.332,,,,,0,
Transit,,1.334,,,,,0,
Transit,0.06687,1.335,,,0,88.95,0,
Transit,,1.336,,,,,0,
Transit,,1.337,,,,,0,
Transit,,1.337,,,,,0,
Transit,,1.338,,,,,1,
Transit,,1.338,,,,,0,
Transit,0.03194,1.34,,,,87.6,0,
Transit,,1.34,,,,,0,
Transit,,1.34,0.9,2.07,,,1,
Transit,,1.34,,,,,0,
Transit,,1.34,,,,,0,
Transit,,1.34,,,,,0,
Transit,0.061,1.34,,,,,0,
Transit,,1.34,,,,,0,
Transit,0.087,1.34,,,,,0,
Transit,,1.34,,,,,0,
Transit,0.036,1.34,,,,,0,
Transit,,1.34,,,,,0,
Transit,,1.34,,,,,0,
Transit,0.409,1.34,,,0.04,89.94,0,
Transit,,1.342,,,,,0,
Transit,,1.342,,,,,0,
Transit,,1.342,,,,,0,
Transit,0.03308,1.343,11.26,26.26,0.079,89.3,0,
Transit,,1.343,,,,,0,
Transit,,1.345,,,,,0,
Transit,,1.347,,,,,0,
Transit,,1.348,,,,86.795,0,
Transit,,1.349,,,,,0,
Transit,,1.349,,,,,0,
Transit,0.0365,1.35,,,,,0,
Transit,0.0289,1.35,,,,,0,
Transit,,1.35,,,,,0,
Transit,,1.35,,,,,0,
Transit,,1.35,,,,,0,
Transit,,1.35,,,,,0,
Transit,0.094,1.35,,,,,0,
Transit,,1.35,,,,,0,
Transit,,1.35,,,,,0,
Transit,,1.35,,,,,0,
Transit,0.036,1.35,,,,,0,
Transit,0.06,1.35,,,,,0,
Transit,0.075,1.35,,,,,0,
Transit,,1.35,,,0,88.72,0,
Transit,,1.35,,,,,0,
Transit,0.0324,1.35,,,0.09,89.3,0,
Transit,0.0317,1.35,2.42,5.4,0.07,,0,
Transit,0.01203,1.35,2.34,5.24,0.064,85.9,0,
Transit,,1.353,,,,,0,
Transit,,1.353,,,,,0,
Transit,,1.354,,,,,0,
Transit,,1.354,,,,,0,
Transit,,1.357,,,,88.357,0,
Transit,,1.357,,,,,0,
Transit,0.042,1.36,,,,87.81,0,
Transit,,1.36,,,,,0,
Transit,,1.36,,,,,0,
Transit,,1.36,,,,,0,
Transit,0.06482,1.36,,,,,1,
Transit,,1.36,,,,,0,
Transit,,1.36,,,,,0,
Transit,,1.36,,,,,0,
Transit,,1.36,,,,,0,
Transit,,1.36,,,,,0,
Transit,,1.36,,,,,0,
Transit,,1.36,,,,,0,
Transit,0.108,1.36,,,,,0,
Transit,0.192,1.36,,,,,0,
Transit,0.075,1.36,,,,,0,
Transit,0.06,1.36,,,,,0,
Transit,,1.36,,,,,0,
Transit,,1.36,,,,,1,
Transit,,1.36,,,,,0,
Transit,,1.36,,,,,0,
Transit,0.023,1.36,,,,,0,
Transit,,1.361,,,,,0,
Transit,,1.361,,,,,0,
Transit,,1.363,,,,,0,
Transit,,1.363,,,,,0,
Transit,,1.364,,,,87.968,0,
Transit,,1.366,,,,,0,
Transit,,1.366,,,,,0,
Transit,,1.368,,,,,0,
Transit,,1.368,,,,,0,
Transit,,1.37,,,,,0,
Transit,0.013,1.37,,,0.24,80.21,0,
Transit,,1.37,,,,,0,
Transit,,1.37,,,,,0,
Transit,,1.37,,,,,0,
Transit,0.068,1.37,,,,,0,
Transit,,1.37,,,,,0,
Transit,,1.37,,,,,0,
Transit,0.048,1.37,,,,,0,
Transit,,1.37,,,,,0,
Transit,0.042,1.37,,,,,0,
Transit,0.142,1.37,,,,,0,
Transit,,1.37,,,,,0,
Transit,,1.37,,,,,0,
Transit,,1.37,,,,,0,
