discoverymethod,semimajoraxis,radiuse,radiusj,masse,massj,eccentricity,inclination,ttv,depth
Transit,0.2457,3.05,,,,0,89.46,0,0.08377
Transit,0.2451,2.97,,,,0,89.95,0,0.08281
Transit,,,,,,,,0,
Transit,,2.66,0.237,,,,,0,
Transit,,,,,,,,0,
Transit,0.4853,2.78,,,,0,89.95,0,0.07295
Transit,0.4853,2.78,,,,0,89.95,0,0.07295
Transit,,2.704,0.241,,,,,0,
Transit,,,,,,,,0,0.0735
Transit,0.491,2.83,,,,0,89.95,0,0.0694
Transit,0.4853,2.78,,,,0,89.95,0,0.07295
Transit,0.4865,2.69,,,,0,90,0,0.06899
Transit,,2.601,0.232,,,,,0,
Transit,0.0571,3.29,,,,0,82.38,0,0.03835
Transit,,,,,,,,0,0.0383
Transit,0.0567,2.64,,,,0,88.81,0,0.04012
Transit,,2.81,0.251,,,,,0,
Transit,0.057,2.95,0.263,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0567,2.64,,,,0,88.81,0,0.04012
Transit,0.0567,2.64,,,,0,88.81,0,0.04012
Transit,0.057,2.58,,,,0,88.24,0,0.0383
Transit,0.1647,3.21,,,,0,88.81,0,0.05686
Transit,,3.37,0.301,,,,,0,
Transit,,3.17,0.283,,,,,0,
Transit,0.1659,4.01,,,,0,87.36,0,0.05751
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0567
Transit,,,,,,,,0,
Transit,0.1647,3.21,,,,0,88.81,0,0.05686
Transit,0.165,3.58,0.319,,,,,0,
Transit,0.1647,3.21,,,,0,88.81,0,0.05686
Transit,,,,,,,,0,
Transit,0.166,3.07,,,,0,89.38,0,0.0549
Transit,,2.81,0.251,,,,,0,
Transit,,,,,,,,0,
Transit,0.2709,2.56,,,,0,89.95,0,0.03769
Transit,,2.51,0.224,19.1,0.06,,,0,
Transit,0.2709,2.56,,,,0,89.95,0,0.03769
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0355
Transit,0.272,2.81,0.251,,,,,0,
Transit,0.272,2.67,,,,0,89.38,0,0.0366
Transit,,2.806,0.25,,,,,0,
Transit,0.2709,2.56,,,,0,89.95,0,0.03769
Transit,0.2728,3.55,,,,0,88.02,0,0.03793
Transit,0.849,2.38,0.212,36,0.113,0,89.764,0,
Transit,,,,,,,,0,0.0492
Transit,,2.25,0.201,,,,,0,
Transit,0.8489,2.17,,,,0,89.95,0,0.05019
Transit,,,,,,,,0,
Transit,,2.04,0.182,,,,,0,
Transit,0.805,2.1,,,,0,89.95,0,0.049
Transit,0.8489,2.17,,,,0,89.95,0,0.05019
Transit,0.7961,2.34,,,,0,89.7,0,0.05291
Transit,0.8489,2.17,,,,0,89.95,0,0.05019
Transit,0.0437,0.86,,,,0,87.37,0,0.01603
Transit,,0.77,0.069,,,,,0,
Transit,0.0456,0.83,,,,0,89.95,0,0.01592
Transit,,,,,,,,0,
Transit,,0.922,0.082,,,,,0,
Transit,0.045,0.81,,,,0,89.95,0,0.0161
Transit,0.0456,0.83,,,,0,89.95,0,0.01592
Transit,,,,,,,,0,0.0154
Transit,0.0456,0.83,,,,0,89.95,0,0.01592
Transit,,,,,,,,0,
Transit,,0.872,0.078,,,,,0,
Transit,0.046,0.81,0.072,,,,,0,
Transit,,1.929,0.172,,,,,0,
Transit,,1.774,0.158,,,,,0,
Transit,,,,,,,,0,
Transit,0.0733,1.8,,,,0,88.12,0,0.05776
Transit,,1.53,0.136,,,,,0,
Transit,0.0765,1.63,,,,0,89.38,0,0.05841
Transit,,,,,,,,0,
Transit,0.0765,1.63,,,,0,89.38,0,0.05841
Transit,0.0765,1.63,,,,0,89.38,0,0.05841
Transit,,,,,,,,0,0.0572
Transit,0.076,1.57,0.14,,,,,0,
Transit,0.076,1.64,,,,0,88.81,0,0.0578
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0204
Transit,0.163,0.98,0.087,,,,,0,
Transit,,0.964,0.086,,,,,0,
Transit,,0.949,0.085,,,,,0,
Transit,,,,,,,,0,
Transit,0.1631,1.03,,,,0,88.81,0,0.02075
Transit,0.1631,1.03,,,,0,88.81,0,0.02075
Transit,,0.97,0.087,,,,,0,
Transit,0.1563,0.9,,,,0,89.34,0,0.01943
Transit,0.162,0.88,,,,0,89.95,0,0.019
Transit,0.1631,1.03,,,,0,88.81,0,0.02075
Transit,0.2261,1.32,,,,0,89.95,0,0.04029
Transit,0.226,1.33,0.119,,,,,0,
Transit,,,,,,,,0,
Transit,,1.272,0.113,,,,,0,
Transit,,,,,,,,0,
Transit,0.225,1.18,,,,0,89.95,0,0.0314
Transit,,1.25,0.112,,,,,0,
Transit,,1.273,0.114,,,,,0,
Transit,0.2261,1.32,,,,0,89.95,0,0.04029
Transit,,,,,,,,0,0.0347
Transit,0.2261,1.32,,,,0,89.95,0,0.04029
Transit,0.2166,1.18,,,,0,89.74,0,0.03618
Transit,,1.587,0.142,,,,,0,
Transit,0.0348,1.49,,,,0,88.81,0,0.04028
Transit,,1.61,0.144,,,,,0,
Transit,0.037,1.71,0.153,,,,,0,
Transit,,,,,,,,0,
Transit,0.0365,1.66,,,,0,85.58,0,0.03837
Transit,0.0348,1.49,,,,0,88.81,0,0.04028
Transit,0.0348,1.49,,,,0,88.81,0,0.04028
Transit,,,,,,,,0,0.0384
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.036,1.56,,,,0,89.38,0,0.0396
Transit,,2.96,0.264,,,,,0,
Transit,,2.963,0.264,,,,,0,
Transit,0.0559,2.75,,,,0,89.38,0,0.1372
Transit,,2.68,0.239,15.1,0.048,,,0,
Transit,0.0559,2.75,,,,0,89.38,0,0.1372
Transit,,,,,,,,0,
Transit,0.059,2.93,0.261,,,,,0,
Transit,0.058,2.96,,,,0,88.81,0,0.136
Transit,0.0559,2.75,,,,0,89.38,0,0.1372
Transit,,,,,,,,0,0.1364
Transit,,,,,,,,0,
Transit,0.0586,3.1,,,,0,87.76,0,0.13843
Transit,0.0817,2.52,,,,0,89.95,0,0.11553
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.087,2.73,0.244,,,,,0,
Transit,,2.835,0.253,,,,,0,
Transit,0.0855,2.97,,,,0,87.8,0,0.1114
Transit,,,,,,,,0,0.1149
Transit,,2.78,0.248,,,,,0,
Transit,0.0817,2.52,,,,0,89.95,0,0.11553
Transit,0.085,2.81,,,,0,88.24,0,0.1111
Transit,0.0817,2.52,,,,0,89.95,0,0.11553
Transit,0.1222,2.43,,,,0,89.95,1,0.10756
Transit,,,,,,,,1,
Transit,0.1222,2.43,,,,0,89.95,1,0.10756
Transit,,3.415,0.305,,,,,1,
Transit,,,,,,,,1,
Transit,0.1279,3.58,,,,0,87.37,1,0.11433
Transit,0.13,2.63,0.235,,,,,1,
Transit,,,,,,,,1,0.1122
Transit,,2.69,0.24,,,,,1,
Transit,0.127,3.05,,,,0,88.81,1,0.1088
Transit,0.1222,2.43,,,,0,89.95,1,0.10756
Transit,0.048,3.19,,,,0,88.24,0,0.13982
Transit,0.048,3.19,,,,0,88.24,0,0.13982
Transit,0.048,3.36,,,,0,85.63,0,0.1266
Transit,0.046,3,,,,0,85.94,0,0.126
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,3.2,0.285,,,,,0,
Transit,,,,,,,,0,0.139
Transit,0.048,3.16,0.282,,,,,0,
Transit,0.048,3.19,,,,0,88.24,0,0.13982
Transit,,3.246,0.29,,,,,0,
Transit,0.0898,4.71,,,,0,87.6,1,0.19959
Transit,,4.555,0.406,,,,,1,
Transit,0.0898,4.81,,,,0,87.66,1,0.21758
Transit,0.0898,4.81,,,,0,87.66,1,0.21758
Transit,0.0898,4.81,,,,0,87.66,1,0.21758
Transit,,,,,,,,1,
Transit,,,,,,,,1,0.2302
Transit,,,,,,,,1,
Transit,,4.75,0.424,,,,,1,
Transit,0.091,4.64,0.414,,,,,1,
Transit,0.087,4.4,,,,0,87.66,1,0.201
Transit,0.1777,3.75,,,,0,89.38,1,0.20166
Transit,,,,,,,,1,0.2034
Transit,0.1777,3.75,,,,0,89.38,1,0.20166
Transit,,,,,,,,1,
Transit,,3.513,0.313,,,,,1,
Transit,0.1777,3.75,,,,0,89.38,1,0.20166
Transit,0.18,3.69,0.329,,,,,1,
Transit,0.1777,3.63,,,,0,89.46,1,0.18403
Transit,,,,,,,,1,
Transit,0.172,3.3,,,,0,89.38,1,0.1811
Transit,,3.74,0.334,,,,,1,
Transit,,3.18,0.284,,,,,1,
Transit,0.0717,1.8,,,,0,88.81,1,0.0322
Transit,,,,,,,,1,
Transit,,2.99,0.267,7.4,0.02328,0.078,90,1,
Transit,0.0756,2.42,,,,0,85.83,1,0.03498
Transit,,2.2,0.196,4,0.01259,,,1,
Transit,0.073,1.64,,,,0,89.95,1,0.028
Transit,,,,,,,,1,
Transit,0.0717,1.8,,,,0,88.81,1,0.0322
Transit,0.0717,1.8,,,,0,88.81,1,0.0322
Transit,0.073,1.69,0.151,,,,,1,
Transit,,1.7,0.152,,,,,1,
Transit,0.088,1.98,,,,0,88.81,1,0.0392
Transit,0.0869,2.79,,,,0,74.48,1,0.04372
Transit,,2.63,0.235,,,,,1,
Transit,0.088,2,0.178,,,,,1,
Transit,,,,,,,,1,0.0417
Transit,,3.524,0.314,,,,,1,
Transit,,,,,,,,1,
Transit,0.0916,2.68,,,,0,87.2,1,0.04367
Transit,0.0869,2.79,,,,0,74.48,1,0.04372
Transit,,,,,,,,1,
Transit,0.0869,2.79,,,,0,74.48,1,0.04372
Transit,,3.44,0.307,5.1,0.01605,0.15,90,1,
Transit,,2.6,0.232,12.4,0.03901,,,1,
Transit,,,,,,,,1,0.0915
Transit,,3.63,0.324,,,,,1,
Transit,,5.24,0.467,8,0.02517,0.037,87.94,1,
Transit,,3.8,0.339,5.9,0.01856,,,1,
Transit,0.1139,3.77,,,,0,81.36,1,0.08882
Transit,0.1201,3.46,,,,0,89.94,1,0.07818
Transit,,,,,,,,1,
Transit,0.116,3,,,,0,88.24,1,0.0827
Transit,0.1139,3.77,,,,0,81.36,1,0.08882
Transit,0.116,2.98,0.266,,,,,1,
Transit,0.1139,3.77,,,,0,81.36,1,0.08882
Transit,,4.538,0.405,,,,,1,
Transit,,,,,,,,1,
Transit,0.14,2.5,,,,0,88.24,1,0.0557
Transit,0.14,2.4,0.214,,,,,1,
Transit,,4.693,0.419,,,,,1,
Transit,0.1381,31.46,,,,0,73.34,1,0.06571
Transit,0.1381,31.46,,,,0,73.34,1,0.06571
Transit,,,,,,,,1,0.0644
Transit,,,,,,,,1,
Transit,,4.6,0.41,4.8,0.0151,0.051,88,1,
Transit,0.1381,31.46,,,,0,73.34,1,0.06571
Transit,0.1455,3.57,,,,0,85.06,1,0.05779
Transit,,30.8,2.748,,,,,1,
Transit,0.039,1.52,,,,0,89.38,0,0.046
Transit,,1.439,0.128,,,,,0,
Transit,,1.55,0.138,,,,,0,
Transit,0.0383,1.5,,,,0,89.38,0,0.04797
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.038,1.39,0.124,,,,,0,
Transit,0.0383,1.5,,,,0,89.38,0,0.04797
Transit,0.0383,1.5,,,,0,89.38,0,0.04797
Transit,0.0379,1.39,,,,0,89.29,0,0.04352
Transit,0.0586,3.33,,,,0,85.37,0,0.17361
Transit,,3.42,0.305,,,,,0,
Transit,0.0586,3.33,,,,0,85.37,0,0.17361
Transit,,,,,,,,0,
Transit,0.0586,3.33,,,,0,85.37,0,0.17361
Transit,,,,,,,,0,0.1732
Transit,,,,,,,,0,
Transit,0.0579,3.15,,,,0,84.9,0,0.16081
Transit,0.06,2.84,,,,0,89.38,0,0.1626
Transit,,3.269,0.292,,,,,0,
Transit,0.058,3.12,0.278,,,,,0,
Transit,,,,,,,,0,
Transit,0.089,2.3,0.205,,,,,0,
Transit,,,,,,,,0,0.1405
Transit,0.0893,2.39,,,,0,89.14,0,0.12498
Transit,,2.487,0.222,,,,,0,
Transit,,,,,,,,0,
Transit,0.0904,2.56,,,,0,89.95,0,0.13899
Transit,,2.56,0.228,,,,,0,
Transit,0.0904,2.56,,,,0,89.95,0,0.13899
Transit,0.093,2.47,,,,0,89.38,0,0.1199
Transit,0.0904,2.56,,,,0,89.95,0,0.13899
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0933
Transit,0.1259,2,,,,0,89.95,0,0.08525
Transit,,2.02,0.18,,,,,0,
Transit,0.129,2.55,,,,0,88.81,0,0.0839
Transit,,2.221,0.198,,,,,0,
Transit,0.1243,2.14,,,,0,89.15,0,0.08134
Transit,,,,,,,,0,
Transit,0.1259,2,,,,0,89.95,0,0.08525
Transit,0.1259,2,,,,0,89.95,0,0.08525
Transit,0.124,1.97,0.176,,,,,0,
Transit,0.0539,1.36,,,,0,84.22,0,0.06858
Transit,0.0539,1.36,,,,0,84.22,0,0.06858
Transit,0.059,1.38,,,,0,89.95,0,0.0659
Transit,,1.527,0.136,,,,,0,
Transit,,1.17,0.104,,,,,0,
Transit,,,,,,,,0,
Transit,0.0594,1.44,,,,0,89.87,0,0.06013
Transit,0.05407,1.26,0.112,,,,,0,
Transit,0.056,1.2,0.107,,,,,0,
Transit,0.0539,1.36,,,,0,84.22,0,0.06858
Transit,,,,,,,,0,
Transit,,1.729,0.154,,,,,0,
Transit,,1.92,0.171,,,,,0,
Transit,,1.82,0.162,,,,,0,
Transit,0.10714,1.74,0.155,,,,,0,
Transit,0.1177,2.33,,,,0,89.52,0,0.1529
Transit,0.1069,1.81,,,,0,89.95,0,0.16892
Transit,,2.531,0.226,,,,,0,
Transit,,2.6,0.232,,,,,0,
Transit,,2.807,0.25,,,,,0,
Transit,,,,,,,,0,0.1666
Transit,0.1069,1.81,,,,0,89.95,0,0.16892
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.116,2.29,,,,0,88.81,0,0.1484
Transit,0.111,1.84,0.164,,,,,0,
Transit,0.1069,1.81,,,,0,89.95,0,0.16892
Transit,0.047,1.66,,,,0,85.94,0,0.0385
Transit,0.0469,1.59,,,,0,89.95,0,0.03967
Transit,,1.68,0.15,,,,,0,
Transit,0.0469,1.59,,,,0,89.95,0,0.03967
Transit,0.046,1.7,,,,0,88.88,0,0.03633
Transit,,1.56,0.139,24,0.076,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,1.644,0.147,,,,,0,
Transit,0.047,1.55,0.138,,,,,0,
Transit,0.0469,1.59,,,,0,89.95,0,0.03967
Transit,,,,,,,,0,
Transit,0.058,2.27,0.203,,,,,0,
Transit,,2.47,0.22,,,,,0,
Transit,,,,,,,,0,
Transit,0.0575,2.7,,,,0,84.22,0,0.08899
Transit,0.0575,2.7,,,,0,84.22,0,0.08899
Transit,,,,,,,,0,0.0839
Transit,,2.29,0.204,45.2,0.142,,,0,
Transit,0.0563,2.55,,,,0,89.62,0,0.0831
Transit,,2.89,0.258,,,,,0,
Transit,0.058,2.37,,,,0,87.66,0,0.0835
Transit,0.0575,2.7,,,,0,84.22,0,0.08899
Transit,0.0759,1.19,,,,0,88.81,0,0.022
Transit,0.0759,1.19,,,,0,88.81,0,0.022
Transit,,1.3,0.116,,,,,0,
Transit,,,,,,,,0,
Transit,0.076,1.22,0.109,,,,,0,
Transit,,1.261,0.112,,,,,0,
Transit,0.0759,1.19,,,,0,88.81,0,0.022
Transit,,,,,,,,0,
Transit,0.077,1.42,,,,0,87.66,0,0.0286
Transit,0.0743,1.3,,,,0,89.92,0,0.02174
Transit,,2.316,0.207,,,,,0,
Transit,0.0893,3.1,,,,0,85.94,0,0.06536
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,2.78,0.248,,,,,0,
Transit,0.0853,2.26,,,,0,89.66,0,0.06158
Transit,,,,,,,,0,0.0661
Transit,0.09,3.11,0.277,,,,,0,
Transit,0.0893,3.1,,,,0,85.94,0,0.06536
Transit,0.0893,3.1,,,,0,85.94,0,0.06536
Transit,0.085,2.5,,,,0,89.38,0,0.0647
Transit,,,,,,,,1,
Transit,0.274,3.1,,,,0,89.38,1,0.0875
Transit,,,,,,,,1,0.0889
Transit,,2.898,0.259,,,,,1,
Transit,,,,,,,,1,
Transit,,2.77,0.247,,,,,1,
Transit,0.286,3.1,,,,0,89.95,1,0.09037
Transit,0.29,3.04,0.271,,,,,1,
Transit,0.2734,2.83,,,,0,89.57,1,0.08748
Transit,0.286,3.1,,,,0,89.95,1,0.09037
Transit,0.286,3.1,,,,0,89.95,1,0.09037
Transit,0.0374,1.56,,,,0,88.24,0,0.02548
Transit,0.0374,1.56,,,,0,88.24,0,0.02548
Transit,0.037,1.56,,,,0,77.92,0,0.0204
Transit,0.038,1.53,0.136,,,,,0,
Transit,,1.5,0.134,,,,,0,
Transit,,,,,,,,0,
Transit,,1.874,0.167,,,,,0,
Transit,0.0374,1.59,,,,0,82.17,0,0.02265
Transit,0.0374,1.56,,,,0,88.24,0,0.02548
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0514,3.02,,,,0,83.08,0,0.07894
Transit,0.0514,3.02,,,,0,83.08,0,0.07894
Transit,0.051,2.8,,,,0,81.36,0,0.0703
Transit,,,,,,,,0,
Transit,0.052,2.7,0.241,,,,,0,
Transit,,3.268,0.292,,,,,0,
Transit,0.0514,2.77,,,,0,83.72,0,0.0686
Transit,0.0514,3.02,,,,0,83.08,0,0.07894
Transit,,,,,,,,0,0.0793
Transit,,2.84,0.253,,,,,0,
Transit,0.099,4.1,,,,0,85.94,0,0.1542
Transit,0.0992,4.02,,,,0,89.38,0,0.16904
Transit,,,,,,,,0,
Transit,,3.8,0.339,,,,,0,
Transit,0.101,4.04,0.36,,,,,0,
Transit,0.0992,4.02,,,,0,89.38,0,0.16904
Transit,0.0992,3.9,,,,0,88.11,0,0.15175
Transit,0.0992,4.02,,,,0,89.38,0,0.16904
Transit,,,,,,,,0,0.1764
Transit,,,,,,,,0,
Transit,,4.6,0.41,,,,,0,
Transit,0.0621,2.41,,,,0,89.38,0,0.10969
Transit,,,,,,,,0,
Transit,0.0621,2.41,,,,0,89.38,0,0.10969
Transit,,,,,,,,0,
Transit,0.062,2.2,0.196,,,,,0,
Transit,0.0621,2.41,,,,0,89.38,0,0.10969
Transit,0.062,2.1,,,,0,89.95,0,0.0984
Transit,,2.49,0.222,,,,,0,
Transit,,,,,,,,0,0.1002
Transit,,2.245,0.2,,,,,0,
Transit,0.0617,2.65,,,,0,89.68,0,0.10369
Transit,0.1165,5.27,,,,0,89.95,0,0.53171
Transit,0.1165,5.27,,,,0,89.95,0,0.53171
Transit,0.117,4.92,0.439,,,,,0,
Transit,0.115,4.8,,,,0,89.38,0,0.4922
Transit,,,,,,,,0,0.541
Transit,,5.4,0.482,,,,,0,
Transit,0.1165,5.27,,,,0,89.95,0,0.53171
Transit,,,,,,,,0,
Transit,0.1158,5.76,,,,0,89.92,0,0.49143
Transit,,,,,,,,0,
Transit,,4.879,0.435,,,,,0,
Transit,0.216,3.3,,,,0,89.95,1,0.2226
Transit,0.22,3.85,0.343,,,,,1,
Transit,,,,,,,,1,
Transit,,3.74,0.334,,,,,1,
Transit,,,,,,,,1,0.2424
Transit,0.217,3.86,,,,0,89.96,1,0.22139
Transit,0.2183,3.62,,,,0,89.95,1,0.25122
Transit,0.2183,3.62,,,,0,89.95,1,0.25122
Transit,0.2183,3.62,,,,0,89.95,1,0.25122
Transit,,3.272,0.292,,,,,1,
Transit,,,,,,,,1,
Transit,0.075,1.9,0.17,254.3,0.8,,,1,
Transit,0.0742,1.93,,,,0,83.65,1,0.01315
Transit,0.0733,1.72,,,,0,89.57,1,0.0131
Transit,0.077,1.95,,,,0,89.38,1,0.0118
Transit,0.0742,1.93,,,,0,83.65,1,0.01315
Transit,,1.88,0.168,,,,,1,
Transit,,,,,,,,1,
Transit,,1.694,0.151,,,0.06,,1,
Transit,0.0742,1.93,,,,0,83.65,1,0.01315
Transit,,,,,,,,1,0.0123
Transit,,1.9,0.17,15.2,0.048,,,1,
Transit,,1.728,0.154,,,,,1,
Transit,,,,,,,,1,
Transit,,3.075,0.274,,,,,1,
Transit,,3.12,0.278,,,0.02,,1,
Transit,,3.25,0.29,,,,,1,
Transit,0.0965,3.06,,,,0,89.86,1,0.04152
Transit,0.0977,3.15,,,,0,89.38,1,0.04193
Transit,,,,,,,,1,0.0412
Transit,0.0977,3.15,,,,0,89.38,1,0.04193
Transit,,3.2,0.285,60.2,0.189,,,1,
Transit,0.101,3.69,,,,0,89.95,1,0.0411
Transit,0.099,3.2,0.285,858.1,2.7,,,1,
Transit,0.0977,3.15,,,,0,89.38,1,0.04193
Transit,0.128,2.81,,,,0,89.38,1,0.0236
Transit,0.1235,2.28,,,,0,89.38,1,0.02183
Transit,0.1235,2.28,,,,0,89.38,1,0.02183
Transit,,2.175,0.194,,,,,1,
Transit,,2.235,0.199,,,0.08,,1,
Transit,,,,,,,,1,0.0199
Transit,,,,,,,,1,
Transit,,2.2,0.196,17.6,0.055,,,1,
Transit,,,,,,,,1,
Transit,,2.4,0.214,,,,,1,
Transit,0.1235,2.28,,,,0,89.38,1,0.02183
Transit,0.122,2.17,,,,0,89.54,1,0.02067
Transit,0.124,2.2,0.196,,,,,1,
Transit,,,,,,,,1,
Transit,0.189,3791.05,,,,0,56.72,1,0.20718
Transit,0.189,3791.05,,,,0,56.72,1,0.20718
Transit,,,,,,,,1,
Transit,0.194,4.2,,,,0,88.24,1,0.1827
Transit,0.191,4.26,0.38,,,,,1,
Transit,0.189,3791.05,,,,0,56.72,1,0.20718
Transit,,3.303,0.295,,,,,1,
Transit,0.1889,3.36,,,,0,89.98,1,0.18048
Transit,,,,,,,,1,0.1897
Transit,,,,,,,,1,
Transit,,,,,,,,1,
Transit,0.3767,2.13,,,,0,89.95,1,0.07131
Transit,0.38,2.04,0.182,,,,,1,
Transit,,2.19,0.195,,,,,1,
Transit,0.3767,2.13,,,,0,89.95,1,0.07131
Transit,,2.085,0.186,,,,,1,
Transit,,,,,,,,1,0.0668
Transit,0.3764,2.12,,,,0,89.61,1,0.0652
Transit,0.3767,2.13,,,,0,89.95,1,0.07131
Transit,0.387,2.6,,,,0,88.81,1,0.0676
Transit,0.0729,1.61,,,,0,89.95,0,0.11596
Transit,,,,,,,,0,
Transit,,1.92,0.171,,,,,0,
Transit,,2.202,0.196,,,,,0,
Transit,,,,,,,,0,0.104
Transit,,2.2,0.196,35.4,0.111,,,0,
Transit,,,,,,,,0,
Transit,0.0729,1.61,,,,0,89.95,0,0.11596
Transit,0.074,1.73,0.154,,,,,0,
Transit,0.076,1.97,,,,0,88.24,0,0.0922
Transit,0.0729,1.61,,,,0,89.95,0,0.11596
Transit,,2.002,0.179,,,,,0,
Transit,,1.54,0.137,,,,,0,
Transit,0.076,1.91,,,,0,89.22,0,0.10533
Transit,0.1121,1.69,0.151,,,,,1,
Transit,,2.13,0.19,24.1,0.076,,,1,
Transit,0.1125,1.73,,,,0,89.95,1,0.13253
Transit,0.1125,1.73,,,,0,89.95,1,0.13253
Transit,,,,,,,,1,0.1265
Transit,,2.135,0.19,,,,,1,
Transit,,2.029,0.181,,,,,1,
Transit,0.1171,1.93,,,,0,89.97,1,0.12198
Transit,0.1125,1.73,,,,0,89.95,1,0.13253
Transit,0.114,1.93,0.172,,,,,1,
Transit,,,,,,,,1,
Transit,,1.81,0.161,,,,,1,
Transit,,2.04,0.182,,,,,1,
Transit,0.117,1.93,,,,0,89.38,1,0.1199
Transit,0.0536,3.07,,,,0,89.38,0,0.11026
Transit,0.054,3.08,0.275,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.052,2.8,,,,0,89.38,0,0.1043
Transit,0.0529,3.25,,,,0,87.72,0,0.10109
Transit,0.0536,3.07,,,,0,89.38,0,0.11026
Transit,,3.1,0.277,,,,,0,
Transit,,,,,,,,0,0.11
Transit,0.0536,3.07,,,,0,89.38,0,0.11026
Transit,,3.505,0.313,,,,,0,
Transit,0.0993,3.95,,,,0,86.8,0,0.10235
Transit,,,,,,,,0,0.1133
Transit,0.1006,3.74,,,,0,87.09,0,0.11726
Transit,0.1006,3.74,,,,0,87.09,0,0.11726
Transit,,3.79,0.338,,,,,0,
Transit,0.101,3.83,0.342,,,,,0,
Transit,0.098,3.4,,,,0,87.66,0,0.1072
Transit,,,,,,,,0,
Transit,,4.258,0.38,,,,,0,
Transit,,,,,,,,0,
Transit,0.1006,3.74,,,,0,87.09,0,0.11726
Transit,0.0778,2.71,,,,0,89.95,0,0.12203
Transit,0.0778,2.71,,,,0,89.95,0,0.12203
Transit,,,,,,,,0,0.1241
Transit,,2.742,0.245,,,,,0,
Transit,,2.71,0.242,,,,,0,
Transit,,,,,,,,0,
Transit,0.0778,2.71,,,,0,89.95,0,0.12203
Transit,0.077,2.46,,,,0,88.81,0,0.1041
Transit,,,,,,,,0,
Transit,0.077,2.43,0.217,,,,,0,
Transit,0.0778,2.59,,,,0,89.95,0,0.11235
Transit,0.286,2.4,,,,0,89.38,1,0.0962
Transit,0.287,2.71,0.242,,,,,1,
Transit,,,,,,,,1,
Transit,,,,,,,,1,0.102
Transit,,2.8,0.25,,,,,1,
Transit,,2.497,0.223,,,,,1,
Transit,0.2884,2.72,,,,0,89.38,1,0.10453
Transit,0.2884,2.72,,,,0,89.38,1,0.10453
Transit,,,,,,,,1,
Transit,0.2884,2.36,,,,0,89.94,1,0.09313
Transit,0.2884,2.72,,,,0,89.38,1,0.10453
Transit,,3.88,0.346,,,,,0,
Transit,0.0399,3.62,,,,0,79.64,0,0.09579
Transit,0.039,3.2,,,,0,80.21,0,0.0888
Transit,0.0401,3.12,,,,0,89.81,0,0.08375
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0937
Transit,,3.524,0.314,,,,,0,
Transit,0.04,3.7,0.33,,,,,0,
Transit,0.0399,3.62,,,,0,79.64,0,0.09579
Transit,0.0399,3.62,,,,0,79.64,0,0.09579
Transit,,3.75,0.335,,,,,0,
Transit,0.0765,3.51,,,,0,89.95,0,0.10833
Transit,,,,,,,,0,
Transit,0.075,3.4,,,,0,84.8,0,0.0945
Transit,,,,,,,,0,
Transit,0.0765,3.51,,,,0,89.95,0,0.10833
Transit,,3.753,0.335,,,,,0,
Transit,0.0765,3.51,,,,0,89.95,0,0.10833
Transit,0.077,3.32,,,,0,89.95,0,0.09504
Transit,,,,,,,,0,0.1048
Transit,0.077,3.51,0.313,,,,,0,
Transit,,2.11,0.188,,,,,0,
Transit,0.03487,2.06,0.184,,,,,0,
Transit,0.035,2.18,,,,0,86.52,0,0.18756
Transit,0.035,2.18,,,,0,86.52,0,0.18756
Transit,0.03482,2.169,0.194,,,,89.47,0,0.1844
Transit,0.037,2.17,,,,0,89.38,0,0.1668
Transit,0.035,2.18,,,,0,86.52,0,0.18756
Transit,,2.496,0.223,,,,,0,
Transit,,,,,,,,0,
Transit,0.0348,2.03,,,,0,87.85,0,0.16326
Transit,,2.41,0.215,,,,,0,
Transit,0.037,2.23,0.199,,,,,0,
Transit,,,,,,,,0,
Transit,,2.323,0.207,,,,,0,
Transit,,,,,,,,0,0.1842
Transit,0.064,1.28,,,,0,89.38,0,0.0554
Transit,,,,,,,,0,
Transit,0.065,1.28,0.114,,,,,0,
Transit,,1.368,0.122,,,,,0,
Transit,0.0614,1.2,,,,0,87.99,0,0.05208
Transit,,1.09,0.097,,,,,0,
Transit,,1.32,0.118,,,,,0,
Transit,,1.478,0.132,,,,,0,
Transit,0.0617,1.22,,,,0,88.81,0,0.06084
Transit,0.0617,1.22,,,,0,88.81,0,0.06084
Transit,0.0617,1.22,,,,0,88.81,0,0.06084
Transit,0.06141,1.201,0.107,,,,89.16,0,0.057
